what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358434954663
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358434954788
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358434973555
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358434973643
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1358434976708
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.DebugLast",1358434978072
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358434978772
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358434980323
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358434980399
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358434981757
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358435017974
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358435018060
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358435022856
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358435027341
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358435037538
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358435139622
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358435194054
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358435194155
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358435196357
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358435196458
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358435200476
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358435200600
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1358435243687
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.DebugLast",1358435244574
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358435244578
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358435245121
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358435245260
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358435246774
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358435246861
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358435248856
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.DebugLast",1358435249811
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358435249818
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358435250259
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358435250407
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358435251821
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358435254068
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358435256741
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1358435265395
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1358435266330
opened,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1358435271948
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1358435272016
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1358435280309
closed,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1358435280309
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1358435344517
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1358435350325
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358435358741
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358435358824
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358435402727
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358435656240
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358435729891
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358435730032
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358435743147
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358435743299
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358435842887
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358435842975
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1358435953951
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.DebugLast",1358435954783
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358435954787
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358435955555
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358435955702
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358435965422
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1358435979695
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1358436033095
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358436041039
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358436041161
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358436070083
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358436119231
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358436151092
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358436151194
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358436154170
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358436154264
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358436157106
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358436157207
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358436159446
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358436159548
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1358436206872
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1358436216582
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358436248061
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358436337085
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358436342486
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358436342611
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358436347364
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358436347490
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358436534108
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358436534259
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358436548283
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358436548445
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358436573809
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358436583224
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358436603478
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358436608082
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1358436622379
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358436625881
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358436630400
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358436637202
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358436637341
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358436643729
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358436643933
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358436669449
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358436678737
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1358436705494
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1358436710688
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1358436772740
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1358436850840
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1358436856623
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1358436895546
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1358436901936
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.DebugLast",1358436921534
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358436922041
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358436925841
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1358436947154
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1358436950272
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358436967871
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358436967943
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1358436970097
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.DebugLast",1358436971035
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358436971041
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358436971524
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358436971658
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358436981522
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358436981553
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358436986016
started,bundle,org.eclipse.cdt.dsf.ui,2.2.0.201106081058,"org.eclipse.cdt.dsf.ui",1358436987420
opened,view,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.DebugView",1358436987717
activated,view,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.DebugView",1358436987940
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358436987944
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358436988766
opened,editor,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.sourcelookup.CommonSourceNotFoundEditor",1358436988876
closed,editor,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.sourcelookup.CommonSourceNotFoundEditor",1358436990713
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1358436992754
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1358437016254
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.DebugLast",1358437017050
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358437017055
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358437017741
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358437017946
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358437036474
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358437041897
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358437048732
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1358437108526
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1358437109002
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1358437109461
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1358437109837
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1358437111197
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1358437111751
started,bundle,org.tigris.subversion.clientadapter.javahl,1.6.17,"org.tigris.subversion.clientadapter.javahl",1358437111823
started,bundle,org.tigris.subversion.clientadapter.svnkit,1.6.15,"org.tigris.subversion.clientadapter.svnkit",1358437111836
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1358437113069
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1358437113109
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1358437113963
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1358437115754
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1358437116138
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1358437116670
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1358437117128
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1358437134332
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358437140987
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358437153721
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1358437158070
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358437159263
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358437160305
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1358437160320
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1358437161307
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.DebugLast",1358437163886
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358437164615
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358437167848
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358437167928
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358437185741
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1358437219177
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1358437223482
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1358437289966
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1358437297470
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.DebugLast",1358437324134
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358437324439
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358437374235
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1358437377673
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1358437381775
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358437383740
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358437383808
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.DebugLast",1358437385585
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358437385910
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358437386044
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1358437386053
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1358437397012
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1358437397056
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1358437399613
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1358437399656
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1358437404513
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1358437404718
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1358437408858
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358437419010
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358437419161
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1358437434476
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1358437446913
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358437450535
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358439591394
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358439597568
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358447628200
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.DebugLast",1358447630609
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358447636014
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358447641360
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358447645189
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358452545596
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358452571042
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358452571170
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1358452573267
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.DebugLast",1358452575783
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358452576276
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358452593966
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1358452613583
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1358452616886
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.DebugLast",1358452617666
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358452617671
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358452618358
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358452618550
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358452618690
